trajectory_id,point_id,x,y,z,arc_length
0,0,-0.0121967,-0.0760391,-1.5704856,0
0,1,-0.043629054,-0.1575918,-2.9643748,1
0,2,-0.06980388,-0.26082847,-4.654995,2
0,3,-0.08992483,-0.37279442,-6.484456,3
0,4,-0.10767953,-0.47282678,-8.052659,4
0,5,-0.12594348,-0.54568374,-9.12528,5
0,6,-0.14475317,-0.58956736,-9.723968,6
0,7,-0.16409625,-0.6120668,-10.0034685,7
0,8,-0.1794967,-0.62233573,-10.121412,8
0,9,-0.18890032,-0.62671036,-10.168709,9
0,10,-0.19405873,-0.62852335,-10.187606,10
0,11,-0.19028002,-0.6292807,-10.1956,11
0,12,-0.1832142,-0.62961286,-10.199189,12
0,13,-0.17290626,-0.62976855,-10.200941,13
0,14,-0.16769542,-0.6298476,-10.201854,14
0,15,-0.16450126,-0.6298907,-10.202367,15
0,16,-0.16405503,-0.62991583,-10.202677,16
0,17,-0.15943551,-0.62993145,-10.202884,17
0,18,-0.15365252,-0.6299419,-10.203028,18
0,19,-0.14705703,-0.6299492,-10.203132,19
0,20,-0.1458729,-0.6299545,-10.203208,20
0,21,-0.14502282,-0.62995845,-10.203266,21
0,22,-0.14507523,-0.6299614,-10.20331,22
0,23,-0.14523107,-0.62996364,-10.203344,23
0,24,-0.14517951,-0.62996525,-10.203369,24
0,25,-0.14760463,-0.6299665,-10.203388,25
0,26,-0.14876825,-0.62996733,-10.203402,26
0,27,-0.14978312,-0.629968,-10.203412,27
0,28,-0.15190151,-0.62996835,-10.20342,28
0,29,-0.15265013,-0.6299686,-10.203424,29
0,30,-0.15133022,-0.6299688,-10.203428,30
0,31,-0.14956096,-0.62996894,-10.203434,31
0,32,-0.1477604,-0.629969,-10.203439,32
0,33,-0.14633799,-0.6299692,-10.203442,33
0,34,-0.1426372,-0.6299692,-10.203446,34
0,35,-0.13918947,-0.6299694,-10.203449,35
0,36,-0.13699117,-0.6299694,-10.203454,36
0,37,-0.13493018,-0.6299696,-10.203459,37
0,38,-0.13200301,-0.62996995,-10.203462,38
0,39,-0.1318631,-0.62997013,-10.203465,39
0,40,-0.13189676,-0.6299702,-10.203467,40
0,41,-0.13192083,-0.6299703,-10.203467,41
0,42,-0.13749197,-0.62997043,-10.203465,42
0,43,-0.13996771,-0.62997043,-10.203464,43
0,44,-0.14205803,-0.6299704,-10.203463,44
0,45,-0.14393121,-0.62997043,-10.203462,45
0,46,-0.1452711,-0.6299703,-10.203459,46
0,47,-0.14645281,-0.62997025,-10.203458,47
0,48,-0.14623913,-0.6299703,-10.203459,48
0,49,-0.14448288,-0.62997025,-10.203462,49
0,50,-0.14169692,-0.62997043,-10.203464,50
0,51,-0.13916548,-0.6299706,-10.20347,51
0,52,-0.13734318,-0.62997085,-10.203472,52
0,53,-0.13629937,-0.6299709,-10.203477,53
0,54,-0.13569424,-0.6299712,-10.203478,54
0,55,-0.13546468,-0.62997127,-10.203482,55
0,56,-0.13494422,-0.6299713,-10.203482,56
0,57,-0.13511945,-0.62997127,-10.203485,57
0,58,-0.13530074,-0.62997127,-10.203482,58
0,59,-0.13546579,-0.62997115,-10.20348,59
0,60,-0.13456813,-0.6299709,-10.203477,60
0,61,-0.13610725,-0.6299707,-10.203471,61
0,62,-0.1380003,-0.62997043,-10.203466,62
0,63,-0.13699819,-0.6299702,-10.203461,63
0,64,-0.13706297,-0.62997,-10.203456,64
0,65,-0.14443597,-0.6299696,-10.2034445,65
0,66,-0.14820454,-0.6299692,-10.203438,66
0,67,-0.1518299,-0.62996876,-10.203429,67
0,68,-0.15247685,-0.6299683,-10.203423,68
0,69,-0.15267758,-0.6299679,-10.203416,69
0,70,-0.1528669,-0.6299676,-10.20341,70
0,71,-0.15048409,-0.6299672,-10.203405,71
0,72,-0.14945108,-0.629967,-10.203401,72
0,73,-0.14821194,-0.6299666,-10.203397,73
0,74,-0.1449819,-0.6299664,-10.203396,74
0,75,-0.14414641,-0.62996626,-10.203392,75
0,76,-0.1434652,-0.6299661,-10.203391,76
0,77,-0.1430553,-0.62996596,-10.203388,77
0,78,-0.1436004,-0.62996596,-10.203387,78
0,79,-0.14367199,-0.6299662,-10.20339,79
0,80,-0.1439815,-0.6299663,-10.203392,80
0,81,-0.14453162,-0.6299665,-10.203393,81
0,82,-0.14567465,-0.6299667,-10.203396,82
0,83,-0.15077639,-0.6299668,-10.203395,83
0,84,-0.15285674,-0.629967,-10.203395,84
0,85,-0.15393499,-0.62996703,-10.203396,85
0,86,-0.15476364,-0.6299673,-10.203397,86
0,87,-0.15547277,-0.6299673,-10.203398,87
0,88,-0.1565378,-0.6299674,-10.2034,88
0,89,-0.15714787,-0.62996745,-10.2034,89
0,90,-0.15885621,-0.6299673,-10.203401,90
0,91,-0.16073704,-0.62996715,-10.203396,91
0,92,-0.16188206,-0.629967,-10.203392,92
0,93,-0.16200979,-0.6299667,-10.203391,93
0,94,-0.161992,-0.62996656,-10.203387,94
0,95,-0.16204132,-0.62996626,-10.203387,95
0,96,-0.16016603,-0.62996614,-10.203385,96
0,97,-0.15910228,-0.629966,-10.203383,97
0,98,-0.15809605,-0.6299658,-10.203383,98
0,99,-0.15659864,-0.62996566,-10.2033825,99
0,100,-0.15547623,-0.6299656,-10.203383,100
0,101,-0.1529325,-0.6299654,-10.203385,101
0,102,-0.15164174,-0.62996554,-10.203385,102
0,103,-0.14727366,-0.62996554,-10.203387,103
0,104,-0.1449489,-0.6299656,-10.20339,104
0,105,-0.14294548,-0.6299658,-10.203392,105
0,106,-0.14098306,-0.6299658,-10.203393,106
0,107,-0.1399298,-0.629966,-10.203397,107
0,108,-0.13941252,-0.62996614,-10.203398,108
0,109,-0.13862513,-0.6299662,-10.2034,109
0,110,-0.14031942,-0.6299661,-10.203395,110
0,111,-0.14179933,-0.62996614,-10.203392,111
0,112,-0.14264743,-0.6299661,-10.20339,112
0,113,-0.1432336,-0.62996596,-10.203387,113
