x,y,z,arc_length
-0.015472598041480969,0.0061678557355179225,-0.5046640466978602,0
-0.17149678561052706,0.20410033397119087,-0.49150307752236777,1
-0.17868454371687492,0.2108816373395405,-0.4651795962984948,2
-0.21593062022688697,0.25627393056977893,-0.47834161744942216,3
-0.5208831868133367,0.738832326693458,-0.4520169438681261,4
-0.7115580342549719,0.5601732400605935,-0.43885358993328905,5
-0.3154843283794679,0.17479578248715685,-0.3993586164431653,6
-0.24996930524514593,0.14199206644816786,-0.4125244965165579,7
-0.24066987702384746,0.13218035712258014,-0.3861917536770414,8
-0.20612605786343963,0.10408188740403865,-0.42568946424277604,9
0.11499798627430613,-0.2600260766672267,-0.21490102705469033,10
0.11855260883118354,-0.26566347894201603,-0.2412712446462028,11
0.1409383291433946,-0.3677185674988023,-0.25445357223411724,12
0.40925830782089884,-0.7718151979424815,-0.135740751439971,13
0.688168488682003,-0.37961263450960997,-0.016833412430832473,14
0.39279697272660247,-0.12734587619846988,0.16864425125306237,15
0.28777130191648753,-0.0933106611999454,0.1952015774904945,16
0.27286872084011726,-0.08802916848402889,0.2084865442438082,17
-0.07089968775155363,0.3174449739905607,0.2882893231144297,18
-0.07454694315099539,0.3368652108657841,0.30160598702754904,19
-0.10134053871984312,0.43240308777702346,0.31492748205475674,20
-0.22703254374954057,0.8915214993668579,0.35492171766071934,21
-0.7180409937358764,0.1992961051822867,0.5556284607733887,22
-0.4078974791409626,0.05689359761083575,0.5959317790064492,23
-0.34080631097501846,0.018827948375934017,0.6093792282206906,24
-0.3293460613964046,0.012076360678895785,0.6228333175971904,25
-0.02518368561168928,-0.33292032449809233,0.6767177119672428,26
-0.01723526563310617,-0.3619209704515668,0.663236243632784,27
0.014335367045445843,-0.4448106250457047,0.7037018837122039,28
0.1292590278096076,-0.6963488499443887,0.7442324777628732,29
0.8007652746396487,-0.11377926861960934,0.8254976082022462,30
0.47006208558071,0.016296091749093404,0.8934372307787809,31
0.30863628292182604,0.0696620382069397,0.9343012906105838,32
0.2707694759121059,0.08163889141681484,0.9752434792079022,33
0.10172349331553325,0.2647255323578305,1.0436606635090815,34
0.08764549541934552,0.2977032887821566,1.0985631626956156,35
0.0387488592191935,0.47201101874248896,1.1260727011183964,36
-0.06817112907568623,0.6694625021098375,1.1950226098313128,37
-0.7543714662239224,0.01967193056092698,1.2088435390634542,38
-0.3602208169807023,-0.14947827919507026,1.2365171194639295,39
-0.16742406318983144,-0.31474757805028314,1.250369966352253,40
-0.03227370537053423,-0.9367494927836595,1.2642336489789994,41
0.0858906654539496,-0.4014987787221937,1.2781082664123762,42
0.4338554706994834,-0.07230872995804255,1.3755451899482325,43
0.8630348967110506,0.05944274880101793,1.459519361409149,44
0.08238385326130276,0.7060304647807785,1.6856931296503372,45
-0.019881678128841555,0.49299935710928533,1.742784912190655,46
-0.05461077016628474,0.3559333538323418,1.7570941577961716,47
-0.06544828394256981,0.3222186538515672,1.7714181629608232,48
-0.3209703514838045,0.028958208846056176,1.8432638466059816,49
-0.34226371913993614,0.020515935229673266,1.8288642122044219,50
-0.42238026845470616,-0.025989288556005893,1.8576789785510486,51
-0.8000384884739754,-0.1579317807271389,1.9154970088604992,52
-0.17354245076961156,-0.6514982698412979,2.002710735315079,53
-0.0727219835644376,-0.4198047979156942,2.0319159716443727,54
-0.0456399578696835,-0.3506015473535433,2.0465443191109913,55
-0.039389811608500316,-0.32114231767073337,2.0611900018847624,56
0.3052886869578115,0.049257714764695475,2.193804328395059,57
0.3397858040275451,0.05519528950492456,2.2234768127157087,58
0.41775708127645433,0.08507336880475465,2.2383415660972545,59
0.807480387138892,0.262600290740937,2.283051678040675,60
0.2866942756293462,0.7943575063962772,2.3880708709808443,61
0.12389751489809225,0.3971644781707786,2.509342832966302,62
0.08150771517174864,0.29998250066639187,2.6012210825815236,63
0.0771301730131835,0.2898107635890284,2.5858511364124936,64
-0.27034610092196776,-0.12099145924294612,2.8504207144049367,65
-0.2777573174019397,-0.12370962446593366,2.83465707769624,66
-0.35263026415268944,-0.15887672185929694,2.866210646885905,67
-0.8482220371893722,-0.47217701355911257,3.0095385288929424,68
-0.4598427192901189,-0.7079280176386279,3.106362134622585,69
-0.17559444964015763,-0.2973560324666109,3.171505804895009,70
-0.14445272650470808,-0.24675526214123575,3.1878682777074356,71
-0.13955162066788185,-0.24240816384067573,3.2042618733996453,72
0.043104320205693034,0.0019461002087737284,3.303291467756973,73
0.22619430256382805,0.12509739966500655,3.369966889272391,74
0.2390707602920618,0.13040561109546922,3.353247631241791,75
0.3257027917796598,0.16556570217787464,3.454079939190625,76
0.7207707225847756,0.4472999492454937,3.539081153233239,77
0.3731153878434351,0.7217214047454127,3.5905240319399185,78
0.09467522051426826,0.41816796798817313,3.62500879451801,79
0.05704621601586183,0.33562510376685917,3.6423090080294704,80
0.051816518723889295,0.3150773501492891,3.6596482199585356,81
-0.3321788292128608,-0.0005877816303282869,3.746941195086735,82
-0.34963828263751734,-0.007348899560760227,3.7645216151215966,83
-0.4150548553595866,-0.04559369721729483,3.799807142731191,84
